time_1,time_2,time_3,time_4,temp_1,temp_2,temp_3,temp_4,dew_point_temp_gap,Cold Object
360,14,28,42,65.83,65.83,67.08,67.49,-53.767405,Medicine
890,9,18,27,44.2,44.1,44.1,43.9,-23.34855,Water
770,6,12,18,45.7,46.3,46.3,46.2,-27.90355,Water
2690,9,18,27,88.65,88.67,88.74,88.95,-68.966857,Copper
1730,16,32,48,29.515,29.945,30.095,30.37,-9.257915,ICECREAM
400,13,26,39,67.49,67.5,67.62,68.04,-55.427405,Medicine
2550,8,16,24,68.4,68.4,68.2,68.2,-44.201331,Apple
2810,19,38,57,89.53,89.73,89.78,89.93,-69.846857,Copper
1440,5,10,15,75.68,75.68,75.68,75.68,-55.996857,Copper
1900,19,38,57,44.11,44.32,44.52,44.73,-22.022886,CoolDrink
2690,19,38,57,61.7,62.3,62.7,63.1,-40.84855,Water
670,19,38,57,36.92,37.55,37.69,38.36,-12.15178,CoolDrink
3610,7,14,21,56.07,56.24,56.24,56.55,-32.592412,FruitJuice
3020,10,20,30,79.46,79.54,79.55,79.79,-61.454768,Meat
930,15,30,45,44.6,43,42.8,42.3,-23.74855,Water
2290,19,38,57,48.14,48.35,48.55,48.76,-26.052886,CoolDrink
2450,13,26,39,37.965,37.965,37.965,37.965,-17.707915,ICECREAM
910,17,34,51,33.88,34.09,34.19,34.4,-11.792886,CoolDrink
2470,8,16,24,88.61,88.67,88.69,88.69,-68.926857,Aluminium
240,6,12,18,63.22,63.61,63.61,63.77,-51.157405,Medicine
3010,13,26,39,75.1,74.8,75.5,75.7,-50.901331,Apple
340,10,20,30,64.14,64.27,64.36,64.4,-44.456857,Copper
1560,15,30,45,52,52.64,52.7,53.49,-27.23178,CoolDrink
1820,16,32,48,43.3,43.63,43.74,44.25,-18.53178,FruitJuice
900,7,14,21,73.04,73.07,73.07,73.15,-53.356857,Aluminium
130,15,30,45,58.35,58.78,59.64,60.6,-46.287405,Medicine
2060,5,10,15,81.65,81.68,81.68,81.68,-61.966857,Copper
660,13,26,39,38.28,38.44,39.2,39.23,-19.590857,ICECREAM
1170,10,20,30,30.19,30.2,31.38,31.59,-5.42178,FruitJuice
60,10,20,30,53.63,54.31,54.51,55.95,-41.567405,Medicine
640,10,20,30,37.61,37.86,38.28,38.44,-18.920857,ICECREAM
2100,9,18,27,62.8,62.6,63.1,63.2,-38.601331,Apple
3090,9,18,27,74.4,74.6,74.8,75.1,-50.201331,Apple
1730,15,30,45,81.08,81.12,81.37,81.41,-61.396857,Aluminium
290,15,30,45,27.85,27.92,28.85,28.91,-9.160857,ICECREAM
2310,10,20,30,52.88,53.04,53.07,53.09,-28.11178,FruitJuice
730,5,10,15,76.87,77.2,77.2,77.79,-64.807405,Medicine
370,20,40,60,15.5,15.93,16.185,16.38,4.757085,ICECREAM
2060,5,10,15,78.7,78.74,78.74,78.94,-59.016857,Iron
560,14,28,42,72.75,72.97,73.48,73.73,-60.687405,Medicine
20,14,28,42,12.22,12.32,12.57,12.66,11.257588,FruitJuice
2490,10,20,30,86.25,86.26,86.28,86.61,-66.566857,Copper
2960,6,12,18,74.3,74.6,74.6,74.7,-56.50355,Water
200,7,14,21,61.9,62.29,62.29,62.58,-49.837405,Medicine
880,17,34,51,70.37,70.43,70.43,70.52,-50.686857,Copper
2070,13,26,39,62.5,62.6,62.8,62.6,-38.301331,Apple
160,16,32,48,59.64,61,61.11,62.29,-47.577405,Medicine
2970,8,16,24,74.6,74.7,74.7,74.7,-56.80355,Water
4230,11,22,33,64.95,65.1,65.31,65.34,-41.472412,FruitJuice
840,9,18,27,33.17,33.67,34.27,34.6,-8.971331,Apple
1640,9,18,27,80.23,80.26,80.34,80.36,-60.546857,Aluminium
1010,15,30,45,48.8,48.8,49.2,49.4,-31.00355,Water
600,13,26,39,48.31,48.44,48.82,48.86,-30.304768,Meat
2120,15,30,45,67.86,68.2,68.26,68.35,-49.854768,Meat
640,7,14,21,74.36,75.26,75.26,75.49,-62.297405,Medicine
3520,11,22,33,55.33,55.37,55.38,55.4,-31.852412,FruitJuice
990,13,26,39,43.8,43.5,43.5,44.2,-22.94855,Water
3040,7,14,21,55.89,55.99,55.99,56.1,-33.802886,CoolDrink
390,11,22,33,31.16,31.27,31.27,31.8,-6.39178,CoolDrink
1750,5,10,15,72.42,72.59,72.59,72.64,-53.730857,ICECREAM
2400,9,18,27,52.6,52.8,52.8,54.2,-31.74855,Water
220,17,34,51,14.51,14.59,14.6,14.78,8.967588,FruitJuice
4270,16,32,48,65.45,65.59,65.65,65.76,-41.972412,FruitJuice
2940,11,22,33,67.2,67.4,67.6,67.8,-46.34855,Water
1790,10,20,30,30.46,30.59,30.615,30.765,-10.202915,ICECREAM
60,7,14,21,53.63,54.31,54.31,54.51,-41.567405,Medicine
1850,17,34,51,45.6,44.2,43.8,44.3,-24.74855,Water
360,19,38,57,65.83,66.97,67.49,67.55,-53.767405,Medicine
2340,6,12,18,70.27,70.53,70.53,70.59,-52.264768,Meat
2080,18,36,54,33.535,33.7,33.995,34.11,-13.277915,ICECREAM
1150,17,34,51,45.87,46.01,46.36,46.88,-21.10178,CoolDrink
450,18,36,54,20.65,20.81,21.02,21.14,4.11822,FruitJuice
290,15,30,45,64.56,65.23,65.41,65.46,-52.497405,Medicine
630,14,28,42,37.24,37.61,38.28,38.44,-18.550857,ICECREAM
2920,7,14,21,77.74,77.99,77.99,78.22,-59.734768,Meat
1840,10,20,30,43.49,43.59,43.7,43.8,-21.402886,CoolDrink
2260,13,26,39,81.33,81.45,81.86,82.06,-61.646857,Iron
3030,14,28,42,75.5,75.5,75.8,75.5,-57.70355,Water
490,6,12,18,17.84,17.85,17.85,18.05,5.637588,FruitJuice
2540,11,22,33,73.16,73.18,73.23,73.27,-55.154768,Meat
440,14,28,42,64.85,64.94,65.07,65.1,-45.166857,Copper
90,12,24,36,62.01,62.28,62.35,62.5,-42.326857,Copper
2760,19,38,57,71.5,71.5,72.1,71.8,-53.70355,Water
540,16,32,48,35,35.36,35.46,36.27,-16.310857,ICECREAM
60,11,22,33,11.21,11.37,11.43,11.6,13.55822,FruitJuice
100,12,24,36,3.63,3.71,3.93,4.3,20.568669,Apple
540,14,28,42,62.96,62.98,63.43,63.46,-43.276857,Iron
2920,14,28,42,66.8,67,67.4,67.6,-45.94855,Water
560,5,10,15,72.75,72.75,72.97,72.97,-60.687405,Medicine
960,18,36,54,27.54,27.89,28.37,28.37,-2.77178,FruitJuice
2170,5,10,15,84.93,85,85,85.1,-65.246857,Aluminium
820,16,32,48,32.83,33.17,33.67,34.6,-8.631331,Apple
770,19,38,57,71.9,71.99,72.2,72.27,-52.216857,Aluminium
980,13,26,39,27.89,27.92,28.37,28.63,-3.12178,FruitJuice
620,5,10,15,43.7,43.7,43.5,43.5,-25.90355,Water
2380,20,40,60,87.78,88.25,88.43,88.54,-68.096857,Aluminium
3640,14,28,42,62.09,62.19,62.4,62.5,-40.002886,CoolDrink
2930,19,38,57,90.31,90.44,90.49,90.94,-70.626857,Copper
1720,6,12,18,71.58,71.83,71.83,72.37,-52.890857,ICECREAM
2810,15,30,45,62.46,62.73,62.75,63.37,-37.69178,FruitJuice
2960,10,20,30,64.75,64.76,64.88,65.01,-39.98178,FruitJuice
1930,8,16,24,31.9,32.035,32.155,32.155,-11.642915,ICECREAM
970,17,34,51,48.43,49.11,49.55,49.85,-29.740857,ICECREAM
300,6,12,18,63.85,63.9,63.9,63.92,-44.166857,Copper
590,12,24,36,41.3,41.2,41.7,41.7,-20.44855,Water
2190,10,20,30,34.73,34.94,35.085,35.15,-14.472915,ICECREAM
2290,13,26,39,52.28,52.83,53.04,53.07,-27.51178,FruitJuice
1150,6,12,18,54.58,54.68,54.68,54.79,-35.890857,ICECREAM
570,15,30,45,40.5,41.6,41.2,41.7,-19.64855,Water
1910,14,28,42,61,60.9,61.3,61.1,-43.20355,Water
40,20,40,60,1.68,2.46,2.81,3.63,22.518669,Apple
2280,11,22,33,35.745,36.085,36.095,36.34,-15.487915,ICECREAM
300,9,18,27,27.92,28.51,28.85,28.91,-9.230857,ICECREAM
3870,5,10,15,64.47,64.57,64.57,64.67,-42.382886,CoolDrink
4700,7,14,21,69.6,69.67,69.67,69.7,-46.122412,FruitJuice
640,6,12,18,42.2,41.9,41.9,42.4,-21.34855,Water
1390,18,36,54,58.78,59.04,59.13,59.37,-40.774768,Meat
940,7,14,21,48.7,48.3,48.3,48.5,-30.90355,Water
2090,9,18,27,62.7,62.8,62.6,63.1,-38.501331,Apple
1040,11,22,33,24.54,24.74,25.3,25.35,-1.062412,FruitJuice
1670,11,22,33,77.5,77.57,77.75,77.8,-57.816857,Copper
2360,19,38,57,66.1,66.1,66.3,66.6,-41.901331,Apple
2770,17,34,51,71.6,71.8,72.1,71.8,-53.80355,Water
2180,19,38,57,38.02,38.15,38.33,38.43,-14.542412,FruitJuice
1210,13,26,39,47.05,47.09,47.22,47.63,-22.28178,CoolDrink
790,6,12,18,19.73,19.82,19.82,20.165,0.527085,ICECREAM
810,6,12,18,65.93,66,66,66.07,-46.246857,Iron
410,16,32,48,67.5,67.62,68.04,68.92,-55.437405,Medicine
730,11,22,33,71.37,71.5,71.74,71.76,-51.686857,Aluminium
1690,15,30,45,54.92,55.65,55.7,55.94,-30.15178,CoolDrink
730,11,22,33,23.2,23.35,23.89,24.17,1.56822,FruitJuice
1910,18,36,54,59.67,60.29,60.9,61.44,-34.90178,CoolDrink
2620,17,34,51,69.6,69.6,69.7,70.1,-51.80355,Water
970,13,26,39,73.64,73.65,73.82,73.91,-53.956857,Aluminium
310,14,28,42,65.4,65.41,65.67,65.77,-53.337405,Medicine
300,11,22,33,65.23,65.4,65.41,65.46,-53.167405,Medicine
180,5,10,15,42.71,42.78,42.78,42.78,-24.704768,Meat
3250,17,34,51,51.81,52.18,52.37,52.56,-28.332412,FruitJuice
2150,17,34,51,49.85,50.22,50.25,50.39,-25.08178,FruitJuice
2090,19,38,57,36.67,37.54,37.58,37.68,-13.192412,FruitJuice
1040,18,36,54,44.14,44.83,45.06,45.13,-19.37178,CoolDrink
290,20,40,60,64.56,65.4,65.46,65.77,-52.497405,Medicine
1660,15,30,45,57.8,58,58,58.1,-40.00355,Water
100,19,38,57,42.18,42.22,42.27,42.61,-24.174768,Meat
2070,15,30,45,46.9,46.9,48,47.5,-26.04855,Water
570,6,12,18,66.5,66.5,66.5,66.56,-46.816857,Copper
1860,11,22,33,59.8,60.1,60.4,60.8,-35.601331,Apple
2240,15,30,45,51.73,51.9,51.97,52.28,-26.96178,FruitJuice
1360,5,10,15,74.76,74.76,74.98,74.98,-55.076857,Copper
1810,11,22,33,81.65,81.67,81.94,82.17,-61.966857,Aluminium
2050,15,30,45,81.63,81.68,81.68,82.21,-61.946857,Copper
1390,11,22,33,49.73,49.74,49.78,49.84,-24.96178,CoolDrink
2140,12,24,36,63.4,63.4,63.2,63.8,-45.60355,Water
2290,6,12,18,64.8,64.9,64.9,65.5,-40.601331,Apple
2130,13,26,39,49.63,49.76,49.9,50.22,-24.86178,FruitJuice
650,15,30,45,75.26,75.7,75.75,75.79,-63.197405,Medicine
2870,8,16,24,88.08,88.36,88.58,88.58,-68.396857,Iron
1940,18,36,54,45.78,46.22,46.83,46.99,-21.01178,FruitJuice
750,8,16,24,19.445,19.465,19.5,19.5,0.812085,ICECREAM
670,10,20,30,31.4,31.5,31.61,31.71,-9.312886,CoolDrink
920,11,22,33,43.9,44.6,43,44.3,-23.04855,Water
870,9,18,27,20.745,20.945,21.085,21.125,-0.487915,ICECREAM
370,15,30,45,68.28,68.33,68.38,68.65,-48.596857,Aluminium
460,7,14,21,46.53,46.59,46.59,46.65,-28.524768,Meat
900,11,22,33,40.88,41.05,41.15,41.23,-16.11178,CoolDrink
3200,20,40,60,51.36,51.4,51.8,52.09,-27.882412,FruitJuice
820,19,38,57,32.95,33.16,33.36,33.57,-10.862886,CoolDrink
800,11,22,33,24.72,25.21,25.34,25.48,0.04822,FruitJuice
1670,18,36,54,28.715,29.095,29.335,29.475,-8.457915,ICECREAM
770,19,38,57,24.23,24.62,25.21,25.48,0.53822,FruitJuice
30,7,14,21,34.5,34.5,34.5,34.5,-16.70355,Water
2990,19,38,57,89.75,90.09,90.2,90.2,-70.066857,Iron
1170,10,20,30,54.79,54.96,55.05,55.44,-36.100857,ICECREAM
1410,5,10,15,29.4,29.4,29.49,29.49,-5.922412,FruitJuice
1630,13,26,39,28.49,28.6,28.665,28.715,-8.232915,ICECREAM
1170,16,32,48,46.01,46.78,46.88,47.09,-21.24178,CoolDrink
1480,9,18,27,26.88,26.94,27.005,27.06,-6.622915,ICECREAM
2390,14,28,42,39.99,40.05,40.13,40.26,-16.512412,FruitJuice
320,12,24,36,67.88,68.06,68.08,68.18,-48.196857,Aluminium
990,16,32,48,43.8,43.6,43.5,43.5,-22.94855,Water
1790,16,32,48,81.42,81.65,81.67,82.17,-61.736857,Aluminium
2870,11,22,33,88.08,88.36,88.58,88.66,-68.396857,Iron
1480,13,26,39,64.71,65.13,65.85,66.02,-46.020857,ICECREAM
1110,14,28,42,45.5,45.55,45.76,45.87,-20.73178,CoolDrink
340,8,16,24,15.13,15.165,15.24,15.24,5.127085,ICECREAM
510,20,40,60,70.64,71.49,72.28,72.97,-58.577405,Medicine
410,15,30,45,45.94,45.94,46.26,46.36,-27.934768,Meat
2450,5,10,15,86.12,86.17,86.17,86.18,-66.436857,Copper
1110,13,26,39,23.295,23.34,23.45,23.48,-3.037915,ICECREAM
2160,14,28,42,84.86,84.93,85.1,85.11,-65.176857,Aluminium
1600,15,30,45,56.8,56.7,57.1,57.1,-39.00355,Water
3660,17,34,51,56.95,57.2,57.29,57.39,-33.472412,FruitJuice
1950,5,10,15,61.1,61.7,61.7,61.5,-43.30355,Water
1770,10,20,30,78.91,79.09,79.19,79.27,-59.226857,Copper
1490,5,10,15,39.87,39.87,39.98,39.98,-17.782886,CoolDrink
1870,5,10,15,76.87,76.87,76.89,76.89,-57.186857,Iron
100,5,10,15,56.25,57.08,57.08,57.08,-44.187405,Medicine
460,20,40,60,68.92,69.96,70.57,70.84,-56.857405,Medicine
1950,17,34,51,77.33,77.7,77.93,78.15,-58.640857,ICECREAM
660,15,30,45,38.28,38.44,39.2,39.23,-19.590857,ICECREAM
1560,18,36,54,74.31,74.57,74.7,74.86,-54.626857,Iron
290,7,14,21,64.56,65.23,65.23,65.4,-52.497405,Medicine
1590,9,18,27,30.84,30.88,30.99,31.02,-7.362412,FruitJuice
2870,14,28,42,89.93,90.02,90.17,90.23,-70.246857,Copper
50,13,26,39,57.3,57.31,57.41,57.55,-37.616857,Iron
2410,12,24,36,49.38,49.48,49.59,49.79,-27.292886,CoolDrink
450,12,24,36,68.74,68.76,68.81,68.88,-49.056857,Aluminium
2630,18,36,54,88.21,88.37,88.4,88.6,-68.526857,Copper
290,19,38,57,60.42,60.87,60.88,60.93,-40.736857,Iron
880,17,34,51,43.7,44.1,44.1,44.6,-22.84855,Water
3220,13,26,39,73.4,73.6,74,74.2,-52.54855,Water
2880,9,18,27,47.27,47.28,47.46,47.95,-23.792412,FruitJuice
520,17,34,51,21.46,22.34,22.42,22.93,2.738669,Apple
2330,6,12,18,50.6,52.1,52.1,51.2,-29.74855,Water
1080,7,14,21,68.33,68.33,68.33,68.35,-48.646857,Iron
3870,14,28,42,59.96,60.14,60.35,60.94,-36.482412,FruitJuice
2700,16,32,48,52.38,52.58,52.69,52.89,-30.292886,CoolDrink
2850,8,16,24,87.93,87.98,88.08,88.08,-68.246857,Iron
3020,18,36,54,74.8,75.5,75.8,75.5,-50.601331,Apple
1380,11,22,33,38.74,38.84,38.94,39.05,-16.652886,CoolDrink
1870,17,34,51,82.33,82.53,82.57,82.66,-62.646857,Aluminium
1690,16,32,48,54.92,55.65,55.7,55.94,-30.15178,CoolDrink
1790,7,14,21,81.42,81.45,81.45,81.65,-61.736857,Aluminium
1020,7,14,21,35.02,35.12,35.12,35.22,-12.932886,CoolDrink
3290,17,34,51,74.8,75.3,75.5,76.8,-53.94855,Water
310,17,34,51,63.9,63.98,64.14,64.36,-44.216857,Copper
1360,17,34,51,53.9,54,54.4,54.4,-29.701331,Apple
100,9,18,27,42.18,42.18,42.22,42.24,-24.174768,Meat
1330,9,18,27,74.24,74.34,74.45,74.76,-54.556857,Copper
3820,17,34,51,63.95,64.16,64.26,64.47,-41.862886,CoolDrink
2410,20,40,60,82.95,83.13,83.61,83.93,-63.266857,Iron
2140,5,10,15,63.4,63.4,63.4,63.2,-39.201331,Apple
1250,8,16,24,56.94,57.24,57.53,57.53,-38.934768,Meat
540,8,16,24,69.18,69.42,69.57,69.57,-49.496857,Aluminium
560,7,14,21,22.46,22.93,22.93,22.96,1.738669,Apple
2580,11,22,33,87.35,87.46,88.05,88.19,-67.666857,Copper
1800,7,14,21,63.37,63.38,63.38,63.55,-45.364768,Meat
870,7,14,21,47.6,47.8,47.8,48.1,-29.80355,Water
410,12,24,36,61.34,61.43,61.47,61.63,-41.656857,Iron
250,19,38,57,63.53,63.67,63.83,63.9,-43.846857,Copper
70,9,18,27,2.55,2.81,3.25,3.63,21.648669,Apple
1030,8,16,24,74.02,74.1,74.18,74.18,-54.336857,Aluminium
1500,5,10,15,44.8,44.8,44.8,44.8,-23.94855,Water
3500,6,12,18,55.12,55.19,55.19,55.33,-31.642412,FruitJuice
180,16,32,48,5.72,6.14,6.57,7.22,18.478669,Apple
570,7,14,21,17.525,17.745,17.745,17.83,2.732085,ICECREAM
2550,12,24,36,57.61,57.69,57.91,58.75,-32.84178,FruitJuice
1890,11,22,33,31.525,31.635,31.685,31.755,-11.267915,ICECREAM
2900,16,32,48,54.44,54.65,54.75,54.96,-32.352886,CoolDrink
1700,10,20,30,62.11,62.34,62.35,62.37,-44.104768,Meat
2390,16,32,48,66.3,66.8,66.6,66.9,-48.50355,Water
1960,12,24,36,46.22,46.72,46.83,47.74,-21.45178,FruitJuice
1550,20,40,60,30.44,30.79,30.84,30.99,-6.962412,FruitJuice
890,19,38,57,44.2,44.1,44.6,44.3,-23.34855,Water
3700,17,34,51,57.3,57.49,57.57,57.71,-33.822412,FruitJuice
2860,20,40,60,65.5,65.9,66.3,66.8,-44.64855,Water
890,5,10,15,48.1,48.1,48.2,48.2,-30.30355,Water
3880,7,14,21,64.57,64.67,64.67,64.78,-42.482886,CoolDrink
1160,5,10,15,54.68,54.79,54.79,54.96,-35.990857,ICECREAM
1520,16,32,48,38.19,38.5,38.64,38.9,-13.42178,FruitJuice
2870,9,18,27,72.8,73.3,73.2,73.6,-48.601331,Apple
1370,11,22,33,53.8,54,54.4,54.5,-36.00355,Water
2170,20,40,60,84.93,85.1,85.17,85.3,-65.246857,Aluminium
970,17,34,51,37.64,38.74,39.67,41.21,-13.441331,Apple
2080,20,40,60,62.6,62.8,63.1,63.4,-44.80355,Water
1980,12,24,36,45,45.4,45.4,45.5,-24.14855,Water
940,12,24,36,43,44.3,42.8,43.5,-22.14855,Water
1150,7,14,21,75.41,75.42,75.42,75.57,-55.726857,Aluminium
2280,14,28,42,35.745,36.085,36.34,36.385,-15.487915,ICECREAM
870,11,22,33,72.38,72.75,72.81,73.04,-52.696857,Aluminium
100,12,24,36,35.1,34.9,35.2,35.9,-17.30355,Water
2490,10,20,30,86.25,86.26,86.28,86.61,-66.566857,Copper
1110,17,34,51,74.88,75.03,75.25,75.42,-55.196857,Aluminium
880,15,30,45,43.7,44.2,44.1,43.9,-22.84855,Water
930,11,22,33,44.6,43,44.3,42.8,-23.74855,Water
380,10,20,30,14.94,15.06,16.32,17.14,9.258669,Apple
1100,17,34,51,45.19,45.55,45.58,45.87,-20.42178,CoolDrink
1750,15,30,45,42.21,42.79,42.82,43.02,-17.44178,FruitJuice
30,7,14,21,24.79,24.89,24.89,24.99,-2.702886,CoolDrink
3420,10,20,30,54.07,54.25,54.29,54.52,-30.592412,FruitJuice
890,5,10,15,44.2,44.2,44.1,44.1,-23.34855,Water
2530,17,34,51,89.32,89.46,89.47,89.69,-69.636857,Aluminium
1290,8,16,24,48.55,48.55,48.65,48.65,-23.78178,CoolDrink
180,9,18,27,62.75,62.81,62.92,62.95,-43.066857,Copper
500,12,24,36,70.57,70.64,70.84,71.95,-58.507405,Medicine
3990,17,34,51,61.55,62.05,62.13,62.51,-38.072412,FruitJuice
1060,17,34,51,22.96,23.035,23.185,23.295,-2.702915,ICECREAM
2020,20,40,60,67.28,67.36,67.66,67.74,-49.274768,Meat
1630,10,20,30,39.95,40.46,40.52,40.52,-15.18178,FruitJuice
970,7,14,21,70.86,71.11,71.11,71.24,-51.176857,Copper
2050,16,32,48,62.2,62.5,62.6,62.8,-44.40355,Water
800,8,16,24,32.14,32.57,32.83,32.83,-7.941331,Apple
2850,7,14,21,65.3,65.5,65.5,65.7,-44.44855,Water
1550,20,40,60,40.49,40.7,40.91,41.11,-18.402886,CoolDrink
2750,8,16,24,61.37,61.51,61.58,61.58,-36.60178,FruitJuice
1450,9,18,27,39.46,39.56,39.67,39.77,-17.372886,CoolDrink
2220,16,32,48,51.09,51.73,51.84,51.97,-26.32178,FruitJuice
2720,19,38,57,86.8,86.9,87.04,87.09,-67.116857,Iron
460,9,18,27,65.02,65.07,65.1,65.21,-45.336857,Copper
150,14,28,42,22.69,23.16,24.18,24.3,-4.000857,ICECREAM
1540,7,14,21,38.5,38.64,38.64,38.78,-13.73178,FruitJuice
2970,19,38,57,74.6,74.7,75.1,75.5,-50.401331,Apple
250,5,10,15,14.585,14.585,14.625,14.625,5.672085,ICECREAM
1700,6,12,18,42.04,42.15,42.15,42.25,-19.952886,CoolDrink
2530,16,32,48,42.05,42.24,42.37,42.41,-18.572412,FruitJuice
510,20,40,60,70.64,71.49,72.28,72.97,-58.577405,Medicine
650,17,34,51,75.26,75.7,75.75,76.09,-63.197405,Medicine
700,9,18,27,39.23,39.28,39.36,39.42,-20.540857,ICECREAM
3250,18,36,54,74,74.4,74.8,75.1,-53.14855,Water
40,10,20,30,11.03,11.14,11.21,11.37,13.73822,FruitJuice
2590,17,34,51,73.42,73.62,73.63,73.74,-55.414768,Meat
2010,19,38,57,62.17,62.79,63.7,63.84,-37.40178,CoolDrink
1880,12,24,36,60.4,60.8,60.2,60.9,-42.60355,Water
1800,19,38,57,73.3,74.24,74.46,74.71,-54.610857,ICECREAM
4480,9,18,27,67.37,67.49,67.54,67.55,-43.892412,FruitJuice
1330,7,14,21,59.23,59.46,59.46,60.11,-40.540857,ICECREAM
2780,20,40,60,75.98,76.24,76.6,76.68,-57.974768,Meat
1300,16,32,48,58.8,59.13,59.23,60.11,-40.110857,ICECREAM
2070,18,36,54,62.5,62.7,62.6,63.1,-44.70355,Water
200,9,18,27,59.24,59.3,59.36,59.5,-39.556857,Iron
460,16,32,48,29.23,29.44,29.54,29.75,-7.142886,CoolDrink
2100,14,28,42,48,47.5,47.5,47.5,-27.14855,Water
1490,13,26,39,73.21,73.33,73.81,73.93,-53.526857,Iron
1260,19,38,57,76.59,76.75,77.27,77.73,-56.906857,Aluminium
4670,19,38,57,69.53,69.56,69.67,69.77,-46.052412,FruitJuice
2310,6,12,18,52.88,53.04,53.04,53.07,-28.11178,FruitJuice
670,5,10,15,18.61,18.61,18.67,18.67,1.647085,ICECREAM
1040,17,34,51,74.1,74.21,74.51,74.55,-54.416857,Aluminium
2890,18,36,54,77.61,77.72,77.99,78.22,-59.604768,Meat
3940,13,26,39,61.17,61.33,61.47,61.53,-37.692412,FruitJuice
2030,17,34,51,32.865,33.12,33.28,33.535,-12.607915,ICECREAM
1530,8,16,24,79.19,79.28,79.41,79.41,-59.506857,Aluminium
1020,18,36,54,22.535,22.64,22.96,23.005,-2.277915,ICECREAM
2220,10,20,30,83.82,84.11,84.24,84.25,-64.136857,Copper
2370,20,40,60,66.4,66.3,66.8,66.7,-48.60355,Water
1560,13,26,39,76.46,76.54,76.8,76.8,-56.776857,Copper
2250,5,10,15,48.6,48.1,48.1,48.6,-27.74855,Water
1910,6,12,18,82.61,82.66,82.66,83.07,-62.926857,Aluminium
880,18,36,54,81.51,82.41,84.2,84.2,-69.447405,Medicine
570,11,22,33,63.43,63.46,63.53,63.54,-43.746857,Iron
110,14,28,42,13.18,13.39,13.5,13.62,10.297588,FruitJuice
710,10,20,30,65.01,65.1,65.1,65.17,-45.326857,Iron
1250,15,30,45,27.56,27.63,27.84,27.84,-4.082412,FruitJuice
2160,13,26,39,65.7,65.71,66.01,66.16,-40.93178,CoolDrink
960,16,32,48,42.8,43.5,43.8,43.6,-21.94855,Water
2640,19,38,57,60.7,61.1,61.5,61.9,-39.84855,Water
2880,13,26,39,63.48,63.56,63.89,64.05,-38.71178,FruitJuice
230,15,30,45,14.37,14.445,14.625,14.645,5.887085,ICECREAM
60,5,10,15,2.46,2.46,2.55,2.55,21.738669,Apple
130,20,40,60,22.6,22.69,23.68,24.3,-3.910857,ICECREAM
680,9,18,27,44.5,44.3,44.8,44.7,-26.70355,Water
740,10,20,30,23.35,23.89,24.17,24.23,1.41822,FruitJuice
310,12,24,36,65.4,65.41,65.46,65.77,-53.337405,Medicine
260,12,24,36,63.61,63.67,63.71,63.85,-43.926857,Copper
590,14,28,42,69.81,70.06,70.23,70.25,-50.126857,Aluminium
280,13,26,39,37.9,37.8,37.7,37.9,-20.10355,Water
760,12,24,36,32.33,32.43,32.54,32.74,-10.242886,CoolDrink
2330,20,40,60,36.45,36.995,37.205,37.335,-16.192915,ICECREAM
3020,20,40,60,65.37,65.54,65.58,65.77,-40.60178,FruitJuice
130,9,18,27,58.35,58.78,59.47,59.64,-46.287405,Medicine
2210,10,20,30,50.56,51.09,51.19,51.73,-25.79178,FruitJuice
480,18,36,54,40.7,41,41.7,42,-22.90355,Water
3640,11,22,33,62.09,62.19,62.3,62.4,-40.002886,CoolDrink
450,10,20,30,20.65,20.66,20.81,20.87,4.11822,FruitJuice
1020,5,10,15,73.96,73.96,74.02,74.02,-54.276857,Aluminium
50,15,30,45,53.19,53.63,54.51,55.95,-41.127405,Medicine
730,8,16,24,76.87,77.2,77.79,77.79,-64.807405,Medicine
2310,19,38,57,36.34,36.45,36.995,37.205,-16.082915,ICECREAM
1940,9,18,27,32.035,32.155,32.215,32.24,-11.777915,ICECREAM
390,17,34,51,61.22,61.34,61.43,61.59,-41.536857,Iron
2930,13,26,39,90.31,90.41,90.46,90.49,-70.626857,Copper
1720,20,40,60,71.58,72.37,72.59,72.9,-52.890857,ICECREAM
2350,10,20,30,53.45,53.45,53.68,53.69,-28.68178,FruitJuice
720,7,14,21,19.165,19.235,19.235,19.35,1.092085,ICECREAM
470,13,26,39,40.6,40.6,40.6,40.7,-19.74855,Water
1660,19,38,57,57.8,58,58.1,58.1,-40.00355,Water
870,10,20,30,43.5,43.7,44.2,44.1,-22.64855,Water
230,7,14,21,62.81,63.22,63.22,63.61,-50.747405,Medicine
60,6,12,18,53.63,54.31,54.31,54.51,-41.567405,Medicine
2690,20,40,60,52.27,52.48,52.69,52.89,-30.182886,CoolDrink
390,19,38,57,61.22,61.34,61.47,61.63,-41.536857,Iron
1250,16,32,48,33.21,33.71,33.99,34.37,-8.44178,FruitJuice
1380,5,10,15,61.47,62.14,62.14,62.66,-42.780857,ICECREAM
1960,19,38,57,77.45,77.93,78.15,78.22,-58.760857,ICECREAM
2300,7,14,21,69.98,70.14,70.14,70.17,-51.974768,Meat
1460,7,14,21,64.03,64.35,64.35,64.71,-45.340857,ICECREAM
80,19,38,57,25.3,25.51,25.72,25.92,-3.212886,CoolDrink
1010,6,12,18,42.7,42.87,42.87,43.53,-17.93178,CoolDrink
1820,16,32,48,59.2,59.3,59.5,60.1,-35.001331,Apple
420,7,14,21,30.59,30.64,30.64,31.38,-11.900857,ICECREAM
